N_node20108	0.000000	0.000000
N_node80111a	303.000000	303.000000
N_node00342	0.000000	0.000000
N_node00364	3.000000	0.000000
N_sub1	20.000000	33.000000
N_sub2	50.000000	33.000000
N_sub3	70.000000	33.000000
N_sub4	90.000000	33.000000
N_t1	30.000000	60.000000
N_t2	30.000000	60.000000
N_t3	30.000000	60.000000
L_sdf2	7000000.000000	14000000.000000
L_sdf	60000000.000000	60000000.000000
L_t1uplink	10000000.000000	10000000.000000
L_t2uplink	0.000000	0.000000
L_lopsy	55000000.000000	9000000.000000
L_node00352-node00342	0.000000	0.000000
L_normal	4000000.000000	24000000.000000
L_test2_dual	0.000000	0.000000
L_node06240-node06247	90000000.000000	90000000.000000
L_aaa1	0.000000	0.000000
