L_lnk0	0.000000	0.000000
L_link0	0.000000	0.000000
L_lnk1	0.000000	0.000000
L_link1	0.000000	0.000000
L_lnk2	0.000000	0.000000
L_link2	0.000000	0.000000
L_lnk3	0.000000	0.000000
L_link3	0.000000	0.000000
L_lnk4	0.000000	0.000000
L_link4	0.000000	0.000000
L_lnk5	0.000000	0.000000
L_link5	0.000000	0.000000
L_lnk6	0.000000	0.000000
L_link6	0.000000	0.000000
L_lnk7	0.000000	0.000000
L_link7	0.000000	0.000000
L_lnk8	0.000000	0.000000
L_link8	0.000000	0.000000
L_lnk9	0.000000	0.000000
L_link9	0.000000	0.000000
L_lnk10	0.000000	0.000000
L_link10	0.000000	0.000000
L_lnk11	0.000000	0.000000
L_link11	0.000000	0.000000
L_lnk12	0.000000	0.000000
L_link12	0.000000	0.000000
L_lnk13	0.000000	0.000000
L_link13	0.000000	0.000000
L_lnk14	0.000000	0.000000
L_link14	0.000000	0.000000
L_lnk15	0.000000	0.000000
L_link15	0.000000	0.000000
L_lnk16	0.000000	0.000000
L_link16	0.000000	0.000000
L_lnk17	0.000000	0.000000
L_link17	0.000000	0.000000
L_lnk18	0.000000	0.000000
L_link18	0.000000	0.000000
L_lnk19	0.000000	0.000000
L_link19	0.000000	0.000000
L_lnk20	0.000000	0.000000
L_link20	0.000000	0.000000
L_lnk21	0.000000	0.000000
L_link21	0.000000	0.000000
L_lnk22	0.000000	0.000000
L_link22	0.000000	0.000000
L_lnk23	0.000000	0.000000
L_link23	0.000000	0.000000
L_lnk24	0.000000	0.000000
L_link24	0.000000	0.000000
L_lnk25	0.000000	0.000000
L_link25	0.000000	0.000000
L_lnk26	0.000000	0.000000
L_link26	0.000000	0.000000
L_lnk27	0.000000	0.000000
L_link27	0.000000	0.000000
L_lnk28	0.000000	0.000000
L_link28	0.000000	0.000000
L_lnk29	0.000000	0.000000
L_link29	0.000000	0.000000
L_lnk30	0.000000	0.000000
L_link30	0.000000	0.000000
L_lnk31	0.000000	0.000000
L_link31	0.000000	0.000000
L_lnk32	0.000000	0.000000
L_link32	0.000000	0.000000
L_lnk33	0.000000	0.000000
L_link33	0.000000	0.000000
L_lnk34	0.000000	0.000000
L_link34	0.000000	0.000000
L_lnk35	0.000000	0.000000
L_link35	0.000000	0.000000
L_lnk36	0.000000	0.000000
L_link36	0.000000	0.000000
L_lnk37	0.000000	0.000000
L_link37	0.000000	0.000000
L_lnk38	0.000000	0.000000
L_link38	0.000000	0.000000
L_lnk39	0.000000	0.000000
L_link39	0.000000	0.000000
L_lnk40	0.000000	0.000000
L_link40	0.000000	0.000000
L_lnk41	0.000000	0.000000
L_link41	0.000000	0.000000
L_lnk42	0.000000	0.000000
L_link42	0.000000	0.000000
L_lnk43	0.000000	0.000000
L_link43	0.000000	0.000000
L_lnk44	0.000000	0.000000
L_link44	0.000000	0.000000
L_lnk45	0.000000	0.000000
L_link45	0.000000	0.000000
L_lnk46	0.000000	0.000000
L_link46	0.000000	0.000000
L_lnk47	0.000000	0.000000
L_link47	0.000000	0.000000
L_lnk48	0.000000	0.000000
L_link48	0.000000	0.000000
L_lnk49	0.000000	0.000000
L_link49	0.000000	0.000000
L_lnk50	0.000000	0.000000
L_link50	0.000000	0.000000
L_lnk51	0.000000	0.000000
L_link51	0.000000	0.000000
L_lnk52	0.000000	0.000000
L_link52	0.000000	0.000000
L_lnk53	0.000000	0.000000
L_link53	0.000000	0.000000
L_lnk54	0.000000	0.000000
L_link54	0.000000	0.000000
L_lnk55	0.000000	0.000000
L_link55	0.000000	0.000000
L_lnk56	0.000000	0.000000
L_link56	0.000000	0.000000
L_lnk57	0.000000	0.000000
L_link57	0.000000	0.000000
L_lnk58	0.000000	0.000000
L_link58	0.000000	0.000000
L_lnk59	0.000000	0.000000
L_link59	0.000000	0.000000
L_lnk60	0.000000	0.000000
L_link60	0.000000	0.000000
L_lnk61	0.000000	0.000000
L_link61	0.000000	0.000000
L_lnk62	0.000000	0.000000
L_link62	0.000000	0.000000
L_lnk63	0.000000	0.000000
L_link63	0.000000	0.000000
L_lnk64	0.000000	0.000000
L_link64	0.000000	0.000000
L_lnk65	0.000000	0.000000
L_link65	0.000000	0.000000
L_lnk66	0.000000	0.000000
L_link66	0.000000	0.000000
L_lnk67	0.000000	0.000000
L_link67	0.000000	0.000000
L_lnk68	0.000000	0.000000
L_link68	0.000000	0.000000
L_lnk69	0.000000	0.000000
L_link69	0.000000	0.000000
L_lnk70	0.000000	0.000000
L_link70	0.000000	0.000000
L_lnk71	0.000000	0.000000
L_link71	0.000000	0.000000
L_lnk72	0.000000	0.000000
L_link72	0.000000	0.000000
L_lnk73	0.000000	0.000000
L_link73	0.000000	0.000000
L_lnk74	0.000000	0.000000
L_link74	0.000000	0.000000
L_lnk75	0.000000	0.000000
L_link75	0.000000	0.000000
L_lnk76	0.000000	0.000000
L_link76	0.000000	0.000000
L_lnk77	0.000000	0.000000
L_link77	0.000000	0.000000
L_lnk78	0.000000	0.000000
L_link78	0.000000	0.000000
L_lnk79	0.000000	0.000000
L_link79	0.000000	0.000000
L_lnk80	0.000000	0.000000
L_link80	0.000000	0.000000
L_lnk81	0.000000	0.000000
L_link81	0.000000	0.000000
L_lnk82	0.000000	0.000000
L_link82	0.000000	0.000000
L_lnk83	0.000000	0.000000
L_link83	0.000000	0.000000
L_lnk84	0.000000	0.000000
